Region,Country,State,Language,URL,Active,Name of Newspaper,Misc
Western African Newspapers,Ghana,,english,https://www.myjoyonline.com/ghana-news/news.php,active,My Joy Online,
Western African Newspapers,Ghana,,english,https://issuu.com/emmanuela.gamor,active,The New Ghanaian,
Western African Newspapers,Ghana,,n/a,n/a,not active,The NewsScript ,
Western African Newspapers,Ghana,,n/a,n/a,not active,NTA Newstime,
Western African Newspapers,Ghana,,n/a,n/a,not active,Pro Ghana,
Western African Newspapers,Ghana,,english,http://www.ssinformer.com/,not active,Sub-Saharan Informer,
Western African Newspapers,Ghana,,n/a,n/a,not active,This Is Ghana,
Western African Newspapers,Ghana,,english,http://vibeghana.com/,active,Vibe Ghana,
Western African Newspapers,Guinea,,French,https://www.guineenews.org/category/news/,active,Actu224 L'actualité Guinéene,
Western African Newspapers,Guinea,,French,https://www.guineenews.org/,active,Guinée News,
Western African Newspapers,Guinea,,n/a,n/a,not active,La Lance ,
Western African Newspapers,Guinea,,n/a,n/a,not active,NTA Newstime,
Western African Newspapers,Guinea Bissau,,n/a,n/a,not active,NTA Newstime,
Western African Newspapers,Liberia,,english,https://paper.li/1847post/1480274424#/,active,1847 Post ,
Western African Newspapers,Liberia,,english,https://allafrica.com/,active,The Analyst Newspaper,
Western African Newspapers,Liberia,,n/a,n/a,not active,Concord Times,
Western African Newspapers,Liberia,,english,https://www.liberianobserver.com/news/,active,Daily Observer ,
Western African Newspapers,Liberia,,english,https://frontpageafricaonline.com/,active,FrontPageAfrica.com,
Western African Newspapers,Liberia,,english,http://gnnliberia.com/,active,Global News Network ,
Western African Newspapers,Liberia,,english,http://www.hintsnewsnetwork.com/,active,Hints News Network,
Western African Newspapers,Liberia,,english,https://www.independent.co.uk/travel/africa/liberia-holidays-beaches-west-africa-places-to-visit-safe-ebola-crisis-outbreak-free-monrovia-a8195021.html,active,Independent Eye News,
Western African Newspapers,Liberia,,english,https://allafrica.com/list/aans/post/af/cat/liberia/pubid/00010591.html,active,The Informer,
Western African Newspapers,Liberia,,english,https://inprofiledaily.com/,active,In Profile Daily ,
Western African Newspapers,Liberia,,english,http://monroviainquirer.com/,active,The Inquirer Newspaper,
Western African Newspapers,Liberia,,n/a,n/a,not active,Liberian Community News Magazine,
Western African Newspapers,Liberia,,english,http://www.tlcafrica.com/tlcnews.htm,active,The Liberian Connection,
Western African Newspapers,Liberia,,english,http://www.theliberianjournal.com/,active,The Liberian Journal,
Western African Newspapers,Liberia,,english,https://liberiantimesnews.com/,active,The Liberian Times ,
Western African Newspapers,Liberia,,english,http://www.monitor.co.ug/News/World/Liberia-Weah-media-edge-as-BBC-reporter-flees/688340-4395468-6umsan/index.html,active,The Monitor Newspaer ,
Western African Newspapers,Liberia,,english,http://thenewdemocrat.info/,active,New Democrat ,
Western African Newspapers,Liberia,,english,https://neweralive.na/,active,The New Era,
Western African Newspapers,Liberia,,english,http://newrepublicliberia.com/,active,The New Republic,
Western African Newspapers,Liberia,,n/a,n/a,not active,The News Pinnacle,
Western African Newspapers,Liberia,,n/a,n/a,not active,NTA Newstime,
Western African Newspapers,Liberia,,english,https://publicagenda1.com/,active,Public Agenda,
Western African Newspapers,Liberia,,english,https://allafrica.com/liberia/,active,Running Africa,
Western African Newspapers,Liberia,,n/a,n/a,not active,The Trinity Times,
Western African Newspapers,Mali,,english,https://allafrica.com/list/aans/post/af/cat/mali/pubkey/publisher:editorial:00010851.html,active,Presse,
Western African Newspapers,Mauritania,,english,http://www.irinnews.org/,active,IRIN News,
Western African Newspapers,Mauritania,,French,http://www.lecalame.info/,active,Le Calame,
Western African Newspapers,Mauritania,,n/a,n/a,not active,NTA Newstime,
Western African Newspapers,Mauritania,,Arabic,https://www.saharamedias.net/,active,SaharaMedia,
Western African Newspapers,Mauritania,,n/a,n/a,not active,Taqadoumy,
Western African Newspapers,Niger,,n/a,n/a,not active,NTA Newstime,
Western African Newspapers,Nigeria,,english,http://36naija.com/,active,36Naija,
Western African Newspapers,Nigeria,,english,https://www.90min.com/,active,90 Minutes Goal,
Western African Newspapers,Nigeria,,n/a,n/a,not active,A1 Nigeria News,
Western African Newspapers,Nigeria,,english,https://www.mondotimes.com/1/world/ng/328/5055/13120,active,Abuja Mirror,
Western African Newspapers,Nigeria,,english,http://www.theabujainquirer.com/,active,The Abuja Inquirer,
Western African Newspapers,Nigeria,,n/a,http://www.theabujavoice.com/,not active,The Abuja Voice,
Western African Newspapers,Nigeria,,english,http://www.polispress.com/africa/western-african-newspapers/nigerian/,active,The Accelerator News,
Western African Newspapers,Nigeria,,english,http://theadvocatengr.com/,active,The Advocate,
Western African Newspapers,Nigeria,,english,https://www.africanbusinesscentral.com/,active,African Business Information Service,
Western African Newspapers,Nigeria,,english,http://africanheraldexpress.com/,active,African Herald Express,
Western African Newspapers,Nigeria,,Arabic,http://almizan.info/,active,Almizan,
Western African Newspapers,Nigeria,,english,https://www.latestnigeriannews.com/latest-news/amala/,active,Amala,
Western African Newspapers,Nigeria,,n/a,https://www.naijaamebotoday.blogspot.com/,not active,Amenbonaija,
Western African Newspapers,Nigeria,,english,https://amensupernews.com/,active,Amen Super News ,
Western African Newspapers,Nigeria,,n/a,https://www.dailytrust.com.ng/wp-content/uploads/2018/08/aminiya.png,active,Aminiya ,
Western African Newspapers,Nigeria,,english,http://announcernewsonline.com/,active,Announcer Express,
Western African Newspapers,Nigeria,,english,https://answersafrica.com/,active,AnswersAfrica.com,
Western African Newspapers,Nigeria,,n/a,http://www.arewanewspaper.com/,not active,Arewa,
Western African Newspapers,Nigeria,,english,http://authorityngr.com/,active,The Authority Newspaper ,
Western African Newspapers,Nigeria,,english,https://punchng.com/tags/bayelsa-state/,active,The Bayelsa Times,
Western African Newspapers,Nigeria,,english,https://thebeamnews.wordpress.com/,active,The Beam News,
Western African Newspapers,Nigeria,,english,http://biafranigeriaworld.com/,active,BiafraNigeriaWorld,
Western African Newspapers,Nigeria,,english,https://blanknewsonline.wordpress.com/,active,Blank News Online,
Western African Newspapers,Nigeria,,english,https://www.blueprint.ng/,active,Blueprint ,
Western African Newspapers,Nigeria,,english,http://www.nce7998.com/index.htm#reg,active,Brainnews NG ,
Western African Newspapers,Nigeria,,n/a,n/a,not active,The Breaking Times ,
Western African Newspapers,Nigeria,,english,http://hallmarknews.com/,active,Business Hallmark,
Western African Newspapers,Nigeria,,english,http://hallmarknews.com/,active,Business Hallmark News,
Western African Newspapers,Nigeria,,english,http://businessnews.com.ng/,active,Business News,
Western African Newspapers,Nigeria,,english,https://www.businesslive.co.za/bd/,active,Businessday News,
Western African Newspapers,Nigeria,,english,http://www.businessworldng.com/,active,BusinessWorld ,
Western African Newspapers,Nigeria,,english,https://buzznigeria.com/,active,Buzz Nigeria,
Western African Newspapers,Nigeria,,english,https://www.buzzreporters.com/,active,Buzz Reporters ,
Western African Newspapers,Nigeria,,english,http://www.nigeriaphysio.net/en/About-Us/PhysioNews-and-Other-News/Nigerian-News?printview=1,not active,Century Newsfront,
Western African Newspapers,Nigeria,,english,http://www.championnews.com.ng/category/news/,active,Champion News,
Western African Newspapers,Nigeria,,english,https://www.channelstv.com/,active,Channels Television,
Western African Newspapers,Nigeria,,english,http://www.codewit.org/headlines,active,Codewit World News ,
Western African Newspapers,Nigeria,,english,https://www.completesportsnigeria.com/int/,active,Complete Sports ,
Western African Newspapers,Nigeria,,n/a,n/a,not active,Confidence Newspaper,
Western African Newspapers,Nigeria,,english,http://www.connectafrica.net/?page_id=1243,active,Connect Africa ,
Western African Newspapers,Nigeria,,english,https://independent.ng/,active,Daily Independent ,
Western African Newspapers,Nigeria,,english,https://www.nationalmirroronline.net/,active,DailyMirror Nigeria,
Western African Newspapers,Nigeria,,english,http://www.mydailynewswatchng.com/,active,Daily Newswatch,
Western African Newspapers,Nigeria,,n/a,n/a,not active,Daily Onus,
Western African Newspapers,Nigeria,,english,http://dailypost.ng/,active,Daily Post,
Western African Newspapers,Nigeria,,english,http://dailypost.ng/,active,Daily Post Nigeria,
Western African Newspapers,Nigeria,,english,https://www.dailytrust.com.ng/,active,Daily Press News,
Western African Newspapers,Nigeria,,english,https://dailytimes.ng/,active,Daily Times ,
Western African Newspapers,Nigeria,,english,https://www.dailytrust.com.ng/,active,Daily Trust ,
Western African Newspapers,Nigeria,,english,https://guardian.ng/tag/dawn/,active,The Dawn ,
Western African Newspapers,Nigeria,,english,https://www.nigerianbulletin.com/tags/niger-delta-voice/,active,Delta Voice ,
Western African Newspapers,Nigeria,,english,https://desertherald.com/,active,Desert Herald,
Western African Newspapers,Nigeria,,english,http://livenewspapertv.com/nigeria/english/eagle-reporters/,active,Eagle Reporters,
Western African Newspapers,Nigeria,,n/a,n/a,not active,EditorialNigeria.com,
Western African Newspapers,Nigeria,,english,http://www.edoworld.net/,active,Edo World ,
Western African Newspapers,Nigeria,,n/a,n/a,not active,The Educator ,
Western African Newspapers,Nigeria,,n/a,n/a,not active,EmirateNews NG,
Western African Newspapers,Nigeria,,n/a,n/a,not active,e-Nigeria! ,
Western African Newspapers,Nigeria,,english,https://ereporternews.com/,active,E-Reporter,
Western African Newspapers,Nigeria,,n/a,n/a,not active,Extra Reporters,
Western African Newspapers,Nigeria,,english,http://saharareporters.com/opinion,active,Factual Reporters,
Western African Newspapers,Nigeria,,english,http://www.financialnigeria.com/,active,Financial Standard News,
Western African Newspapers,Nigeria,,english,https://flashpointnews.com/,active,FlashPointNews Online,
Western African Newspapers,Nigeria,,n/a,n/a,not active,The Free Nigerian,
Western African Newspapers,Nigeria,,english,http://freshangleng.com/,active,Fresh Angle,
Western African Newspapers,Nigeria,,n/a,n/a,not active,FreshFacts,
Western African Newspapers,Nigeria,,n/a,n/a,not active,Galary Post,
Western African Newspapers,Nigeria,,english,http://www.gistmania.com/,active,Gist City,
Western African Newspapers,Nigeria,,n/a,n/a,not active,Gist Desk,
Western African Newspapers,Nigeria,,english,http://www.gistmania.com/,active,Gist Update,
Western African Newspapers,Nigeria,,english,https://guardian.ng/,active,The Guardian ,
Western African Newspapers,Nigeria,,english,https://www.herald.ng/,active,The Herald,
Western African Newspapers,Nigeria,,english,http://horizonxpress.com/,active,Horizon Express,
Western African Newspapers,Nigeria,,english,http://www.newsnow.co.uk/h/World+News/Nigeria,active,HotNews Nigeria,
Western African Newspapers,Nigeria,,english,http://ifeadinmesi.com.websiteoutlook.com/,active,Ifeadinmesi,
Western African Newspapers,Nigeria,,english,https://igbolive.com/,active,Igbo Watch ,
Western African Newspapers,Nigeria,,english,http://www.imotrumpeta.com/,active,Imo Trumpeta,
Western African Newspapers,Nigeria,,english,http://www.informationng.com/,active,Information Nigeria,
Western African Newspapers,Nigeria,,n/a,n/a,not active,Intelligence Gathering Newspaper,
Western African Newspapers,Nigeria,,english,https://www.icirnigeria.org/,active,International Investigative News,
Western African Newspapers,Nigeria,,english,https://ionigeria.com/,active,Ionigeria.com,
Western African Newspapers,Nigeria,,english,http://www.epapercatalog.com/epaper/iq-4-news-epaper.php,active,IQ4NEWS,
Western African Newspapers,Nigeria,,english,https://www.naijanews.com/2018/09/07/top-nigerian-newspaper-headlines-for-today-friday-7th-september-2018/,active,Kedu Naija,
Western African Newspapers,Nigeria,,english,http://kogireports.com/,active,Kogi Daily,
Western African Newspapers,Nigeria,,english,http://kogireports.com/,active,Kogi Graphic,
Western African Newspapers,Nigeria,,english,https://leadership.ng/,active,Leadership Nigeria,
Western African Newspapers,Nigeria,,english,https://guardian.ng/tag/liberation/,active,The Liberation,
Western African Newspapers,Nigeria,,english,http://www.libertycandidates.com/,active,Liberty Report,
Western African Newspapers,Nigeria,,english,http://newspaperhunt.com/papers/Nigeria/livecastz.php,active,Livecastz,
Western African Newspapers,Nigeria,,n/a,n/a,not active,The Mark Newspaper,
Western African Newspapers,Nigeria,,english,https://metrowatchonline.com/,active,Metrowatch Online,
Western African Newspapers,Nigeria,,english,http://themoment.com.ng/,active,The Moment ,
Western African Newspapers,Nigeria,,english,https://www.naija.ng/,active,Naij Newspaper,
Western African Newspapers,Nigeria,,english,https://naijabadoo.com.cutestat.com/,active,The Naijabadoo,
Western African Newspapers,Nigeria,,n/a,https://new.naija-informer.com/,not active,Naijainformer.com ,
Western African Newspapers,Nigeria,,n/a,n/a,not active,Naijaleaks,
Western African Newspapers,Nigeria,,english,https://www.naijanews.com/,active,Naija Today,
Western African Newspapers,Nigeria,,english,http://thenationonlineng.net/,active,The Nation,
Western African Newspapers,Nigeria,,english,https://nationalaccordnewspaper.com/,active,National Accord,
Western African Newspapers,Nigeria,,english,https://nationaldailyng.com/,active,National Daily Newspaper ,
Western African Newspapers,Nigeria,,english,https://www.nationalmirroronline.net/,active,National Mirror Newspapers,
Western African Newspapers,Nigeria,,english,https://www.nationalnetworkonline.com/en/,active,National Network,
Western African Newspapers,Nigeria,,english,http://nationalpointdaily.com/,active,National Point ,
Western African Newspapers,Nigeria,,english,http://www.nigerianwatch.com/,active,National Watch,
Western African Newspapers,Nigeria,,english,http://theneighbourhoodonline.com/,active,The Neighbourhood ,
Western African Newspapers,Nigeria,,n/a,n/a,not active,New Age,
Western African Newspapers,Nigeria,,english,https://newmail-ng.com/,active,New Mail,
Western African Newspapers,Nigeria,,english,https://newnigeriannewspaper.com/,active,New Nigeria,
Western African Newspapers,Nigeria,,english,https://newtelegraphonline.com/,active,New Telegraph,
Western African Newspapers,Nigeria,,english,http://thenewtimespress.com/,active,The New Times,
Western African Newspapers,Nigeria,,n/a,n/a,not active,News Cabal,
Western African Newspapers,Nigeria,,english,https://thenews-chronicle.com/,active,The News Chronicle,
Western African Newspapers,Nigeria,,n/a,n/a,not active,News City Nigeria ,
Western African Newspapers,Nigeria,,english,http://nigerianewsday.com/,active,Newsday Newspaper,
Western African Newspapers,Nigeria,,english,http://nigeriannewsdirect.com/,active,NewsDirect Newspaper,
Western African Newspapers,Nigeria,,n/a,n/a,not active,News Gallary,
Western African Newspapers,Nigeria,,english,https://tell.ng/,active,News Magazine ,
Western African Newspapers,Nigeria,,english,http://www.thenewswriterng.com/,not active,The Newswriter,
Western African Newspapers,Nigeria,,english,http://dailypost.ng/,active,News of Nigeria,
Western African Newspapers,Nigeria,,english,http://saharareporters.com/news,active,News Reporters Int'l ,
Western African Newspapers,Nigeria,,n/a,http://ww1.newsstarng.com/?sub1=3160bbd0-c744-11e8-a8b4-941a8918e84b,not active,News Star Newspaper ,
Western African Newspapers,Nigeria,,n/a,http://www.newswatchdirect.com/,not active,News Watch,
Western African Newspapers,Nigeria,,english,https://newtelegraphonline.com/,active,New Telegraph,
Western African Newspapers,Nigeria,,english,http://nigeriantimes.ng/,active,The New Times,
Western African Newspapers,Nigeria,,english,http://234next.omgmachines2015.com/,active,Next,
Western African Newspapers,Nigeria,,english,https://www.nigeriagalleria.com/News/,active,Ng Newsgallery,
Western African Newspapers,Nigeria,,english,https://ngnewspress.blogspot.com/,active,Ngnewspress Blog ,
Western African Newspapers,Nigeria,,n/a,n/a,not active,Niger Delta Standard,
Western African Newspapers,Nigeria,,english,https://www.news24.com/Tags/Places/nigeria,active,Nigeria 24 News,
Western African Newspapers,Nigeria,,english,https://nigeriacommunicationsweek.com.ng,active,Nigeria CommunicationsWeek,
Western African Newspapers,Nigeria,,n/a,n/a,not active,Nigeria Horizon ,
Western African Newspapers,Nigeria,,english,https://www.nationalmirroronline.net/,active,NigeriaMirror,
Western African Newspapers,Nigeria,,english,http://nigeriannewsdirect.com/,active,Nigerian NewsDirect,
Western African Newspapers,Nigeria,,english,http://www.nigerianmonitor.com/,active,Nigeria News Live,
Western African Newspapers,Nigeria,,n/a,n/a,not active,Nigeria News Villa ,
Western African Newspapers,Nigeria,,english,https://www.pulse.ng/,active,Nigeria Plus,
Western African Newspapers,Nigeria,,english,http://www.sunrisenewsonline.com/tags/nigeria,active,Nigeria Sunrise Newspapers,
Western African Newspapers,Nigeria,,english,http://thenationonlineng.net/,active,Nigeria Weekly News,
Western African Newspapers,Nigeria,,english,https://www.nigeriaworld.com/,active,Nigeria World,
Western African Newspapers,Nigeria,,english,http://nigerianalertng.com/,active,Nigerian Alert,
Western African Newspapers,Nigeria,,english,http://nigerianbeacon.com/,active,Nigerian Beacon,
Western African Newspapers,Nigeria,,english,https://nigeriancurrent.com/,active,The Nigerian Current ,
Western African Newspapers,Nigeria,,english,http://newsinfo.inquirer.net/tag/nigerian-newspaper,active,The Nigerian Inquirer,
Western African Newspapers,Nigeria,,english,http://www.thenigerianinsidernews.com/,active,The Nigerian Insider News,
Western African Newspapers,Nigeria,,english,http://thenationonlineng.net/category/news/,active,NigerianNation News,
Western African Newspapers,Nigeria,,english,http://thenationonlineng.net/category/news/,active,Nigerian News,
Western African Newspapers,Nigeria,,english,http://nigerianobservernews.com/,active,The Nigerian Observer,
Western African Newspapers,Nigeria,,english,https://orientdailynews.com.ng/,active,Nigerian Orient News,
Western African Newspapers,Nigeria,,english,http://nigerianpilot.com/,active,Nigerian Pilot,
Western African Newspapers,Nigeria,,english,http://www.nigeriastandardnewspaper.com/nigeria.html,active,The Nigeria Standard,
Western African Newspapers,Nigeria,,english,https://www.tribuneonlineng.com/,active,Nigerian Tribune,
Western African Newspapers,Nigeria,,n/a,n/a,not active,Nigerians Abroad,
Western African Newspapers,Nigeria,,n/a,n/a,not active,Nigeri News Desk,
Western African Newspapers,Nigeria,,n/a,n/a,not active,NTA Newstime,
Western African Newspapers,Nigeria,,english,https://oak.tv/,active,The Oak ,
Western African Newspapers,Nigeria,,english,http://dailypost.ng/,active,Online Dailys,
Western African Newspapers,Nigeria,,english,https://oraclenews.ng/,active,The Oracle Newspaper,
Western African Newspapers,Nigeria,,english,http://www.osundefender.com/,active,Osun Defender,
Western African Newspapers,Nigeria,,english,https://orientdailynews.com.ng/,active,Orient Newspaper,
Western African Newspapers,Nigeria,,english,https://www.paxnigerian.com,active,Paxnigerian ,
Western African Newspapers,Nigeria,,english,http://www.peoplesdailyng.com/,active,The People's Daily ,
Western African Newspapers,Nigeria,,n/a,n/a,not active,Pen Power Reporters ,
Western African Newspapers,Nigeria,,n/a,n/a,not active,Pillar ,
Western African Newspapers,Nigeria,,english,http://pioneernewsonline.com/,active,The Pioneer,
Western African Newspapers,Nigeria,,english,http://www.pmnewsnigeria.com/,active,PM News ,
Western African Newspapers,Nigeria,,english,http://thepointernewsonline.com/,active,The Pointer,
Western African Newspapers,Nigeria,,english,http://thepointernewsonline.com/,active,Pointer Express,
Western African Newspapers,Nigeria,,english,http://www.phctelegraph.info/,active,The Port Harcourt Telegraph,
Western African Newspapers,Nigeria,,english,https://www.premiumtimesng.com/,active,The Premier Newspaper,
Western African Newspapers,Nigeria,,english,https://www.premiumtimesng.com/,active,Premium Times,
Western African Newspapers,Nigeria,,english,http://www.gistmania.com/,active,Press Gist,
Western African Newspapers,Nigeria,,n/a,n/a,not active,Press Villa,
Western African Newspapers,Nigeria,,english,https://www.premiumtimesng.com/,active,Prima News,
Western African Newspapers,Nigeria,,english,http://primetimereporters.com/,active,Primetime Reporters,
Western African Newspapers,Nigeria,,english,http://www.promptnewsonline.com/,active,Prompt News Online,
Western African Newspapers,Nigeria,,english,https://punchng.com/,active,The Punch,
Western African Newspapers,Nigeria,,english,https://puoreports.com/,active,Puo Reports ,
Western African Newspapers,Nigeria,,n/a,n/a,not active,The Pyramid,
Western African Newspapers,Nigeria,,n/a,n/a,not active,Quick News Africa,
Western African Newspapers,Nigeria,,n/a,n/a,not active,Rariya,
Western African Newspapers,Nigeria,,english,http://royaltimes.net/,active,Royal Times of Nigeria,
Western African Newspapers,Nigeria,,n/a,n/a,not active,RTG News,
Western African Newspapers,Nigeria,,english,http://saharareporters.com/news,active,Sahara Reporters,
Western African Newspapers,Nigeria,,english,https://www.securenigeria365.com/,active,Secure Nigeria365 ,
Western African Newspapers,Nigeria,,n/a,n/a,not active,Sedocaonline,
Western African Newspapers,Nigeria,,english,https://www.sensornewsonline.com.ng/,active,Sensor Newspaper,
Western African Newspapers,Nigeria,,n/a,n/a,not active,StateReporters News,
Western African Newspapers,Nigeria,,n/a,n/a,not active,Supreme News Nigeria,
Western African Newspapers,Nigeria,,english,http://skygatenews.com/,active,Skygatenews.com,
Western African Newspapers,Nigeria,,n/a,http://www.ssinformer.com/,not active,Sub-Saharan Informer,
Western African Newspapers,Nigeria,,english,http://thesummary.com.ng/,active,The Summary,
Western African Newspapers,Nigeria,,english,http://sunnewsonline.com/category/national/,active,The Sun ,
Western African Newspapers,Nigeria,,english,http://www.nigeriastandardnewspaper.com/auto1.php,active,Sunday Standard,
Western African Newspapers,Nigeria,,english,https://www.dailytrust.com.ng/,active,Sunday Trust,
Western African Newspapers,Nigeria,,english,https://tell.ng/,active,Tell ,
Western African Newspapers,Nigeria,,english,http://sunnewsonline.com/?p=*****,active,The Sun News Online,
Western African Newspapers,Nigeria,,n/a,n/a,not active,TalkAfrika.com,
Western African Newspapers,Nigeria,,english,https://newtelegraphonline.com/,active,The Telegraph,
Western African Newspapers,Nigeria,,english,https://www.naija.ng/latest/,active,Tell Naija ,
Western African Newspapers,Nigeria,,english,http://www.thetidenewsonline.com/,active,The Tide,
Western African Newspapers,Nigeria,,english,https://dailytimes.ng/,active,The Times of Nigeria,
Western African Newspapers,Nigeria,,english,https://www.premiumtimesng.com/,active,Times Update,
Western African Newspapers,Nigeria,,english,https://www.thisdaylive.com/,active,This Day,
Western African Newspapers,Nigeria,,english,http://triumphnews.org.ng/,active,The Triumph Newspapers,
Western African Newspapers,Nigeria,,n/a,n/a,not active,Ucorrectt Blog,
Western African Newspapers,Nigeria,,english,http://theunion.com.ng.websiteoutlook.com/,active,The Union ,
Western African Newspapers,Nigeria,,english,https://www.naijanews.com/,active,Update Naija,
Western African Newspapers,Nigeria,,english,http://urhobovoice.com/,not active,Urhobo Voice ,
Western African Newspapers,Nigeria,,english,https://www.vanguardngr.com/,active,Vanguard,
Western African Newspapers,Nigeria,,n/a,n/a,not active,VIEW Nigeria,
Western African Newspapers,Nigeria,,english,https://www.dailytrust.com.ng/,active,Weekly Trust,
Western African Newspapers,Nigeria,,english,http://wdn.com.ng/,active,Watchdog News,
Western African Newspapers,Nigeria,,english,http://www.theworldfolio.com/,active,The Worldfolio ,
Western African Newspapers,Nigeria,,english,https://www.thezambezian.com/,active,The Zambezian,
Western African Newspapers,Senegal,,French,https://www.dakar.com/en/news/,active,Dakaronline ,
Western African Newspapers,Senegal,,n/a,n/a,not active,Il Est Midi,
Western African Newspapers,Senegal,,French,http://kepaarnet.com/,active,Kepaar News,
Western African Newspapers,Senegal,,French,http://www.lemessager.fr/,active,Le Messager,
Western African Newspapers,Senegal,,French,https://www.lobservateur.com/,active,L'Observateur,
Western African Newspapers,Senegal,,French,https://www.lesoleil.com/,active,Le Soleil,
Western African Newspapers,Senegal,,French,http://www.lequotidien.lu/,active,Le Qotidien,
Western African Newspapers,Senegal,,French,https://www.sudonline.sn/,active,Sud Quotidien,
Western African Newspapers,Senegal,,French,http://www.walf-groupe.com/,active,Wal Fadjri,
Western African Newspapers,Senegal,,n/a,n/a,not active,Xew Media,
Western African Newspapers,Senegal,,n/a,n/a,not active,Xibaaryi.com,
Western African Newspapers,Sierra Leone,,english,https://apctimes.com/,active,ACP Times,
Western African Newspapers,Sierra Leone,,n/a,n/a,not active,Awareness Times Newspaper,
Western African Newspapers,Sierra Leone,,english,https://awoko.org/,active,Awoko ,
Western African Newspapers,Sierra Leone,,english,https://cocorioko.net/,active,Cocorioko,
Western African Newspapers,Sierra Leone,,english,http://slconcordtimes.com/,active,Concord Times,
Western African Newspapers,Sierra Leone,,n/a,n/a,not active,Cotton Tree News,
Western African Newspapers,Sierra Leone,,english,http://www.critiqueecho.com/,active,Critique Echo Newspaper ,
Western African Newspapers,Sierra Leone,,english,https://www.expotimesonline.net/,active,Expotimes ,
Western African Newspapers,Sierra Leone,,english,http://www.irinnews.org/,active,IRIN News,
Western African Newspapers,Sierra Leone,,english,https://makonitimes.wordpress.com/,active,Makoni Times News,
Western African Newspapers,Sierra Leone,,english,https://newpeoplenewspaper.com/,active,The New People,
Western African Newspapers,Sierra Leone,,english,http://thenewrisingsun.net/,active,The New Rising Sun,
Western African Newspapers,Sierra Leone,,english,http://www.organiser.org/,active,The Organiser Newspaper,
Western African Newspapers,Sierra Leone,,english,http://www.thepatrioticvanguard.com/,active,The Patriotic Vanguard ,
Western African Newspapers,Sierra Leone,,english,https://www.the-pool.com/news-views,active,Pool News,
Western African Newspapers,Sierra Leone,,n/a,http://www.salonemonitor.net/,not active,The Salone Monitor,
Western African Newspapers,Sierra Leone,,english,http://salonepost.com/,active,Salone Post,
Western African Newspapers,Sierra Leone,,english,https://www.salonetoday.com/,active,Salone Today,
Western African Newspapers,Sierra Leone,,english,http://sierraexpressmedia.com/,active,Sierra Express Media,
Western African Newspapers,Sierra Leone,,n/a,n/a,not active,Sierraleone365.com ,
Western African Newspapers,Sierra Leone,,n/a,n/a,not active,Sierra Leone News Hunter,
Western African Newspapers,Sierra Leone,,english,https://slpublicopinion.wordpress.com/,active,Sierra Leone Public Opinion,
Western African Newspapers,Sierra Leone,,english,https://www.thesierraleonetelegraph.com/,active,The Sierra Leone Telegraph,
Western African Newspapers,Sierra Leone,,english,https://www.sierraleonetimes.com/,active,Sierra Leone Times,
Western African Newspapers,Sierra Leone,,n/a,n/a,not active,Sierra Leone View ,
Western African Newspapers,Sierra Leone,,english,http://www.sierraherald.com/,active,Sierra Herald,
Western African Newspapers,Sierra Leone,,english,https://www.sierrawatch.org/news/,active,Sierrawatch,
Western African Newspapers,Sierra Leone,,english,http://standardtimespress.org/,active,Standard Times Press,
Western African Newspapers,Sierra Leone,,n/a,n/a,not active,The True Voice,
Western African Newspapers,Sierra Leone,,english,http://www.communistpartyofireland.ie/unity/,active,Unity Newspaper,
Western African Newspapers,Sierra Leone,,english,http://www.voice-of-binkongoh.info/,active,The Voice-of-Binkongoh,
Western African Newspapers,Sierra Leone,,english,https://www.networkworld.com/,active,World News Network,
Western African Newspapers,Togo,,French,https://lactualite.com/,active,Actualité,
Western African Newspapers,Togo,,n/a,n/a,not active,Cité mag,
Western African Newspapers,Togo,,French,http://www.letogolais.com/,active,Letogolais,
Western African Newspapers,Togo,,n/a,n/a,not active,NTA Newstime ,
Western African Newspapers,Togo,,French,http://togo-online.co.uk/category/news-in-english/,active,Togonews,
Western African Newspapers,Togo,,French,https://www.togosite.com/,active,Togosite ,
Western African Newspapers,Togo,,French,http://togozine.com/,active,Togozine,
